danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,country
0.704,0.482,9,-5.352,1,0.0349,0.211,0.0,0.3,0.604,102.01,spotify:track:1xO7tp4J5Wj0NeKrzIpd1V,198529,4,Mexico
0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,spotify:track:0akyEssGRVHstqCSWXusJL,207400,4,Mexico
0.521,0.515,4,-4.945,0,0.0313,0.366,1.76e-06,0.277,0.533,173.924,spotify:track:7lFpX8kcAFe1Jv9MmKIdMV,142759,4,Mexico
0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,spotify:track:2rurDawMfoKP4uHyb2kJBt,172235,4,Mexico
0.684,0.58,4,-7.682,0,0.133,0.672,0.0,0.135,0.233,89.954,spotify:track:3elpkpwYlmUbuvmVps08lJ,218045,4,Mexico
0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,spotify:track:2vmfvSoZBFAt9hhRoEByLi,230125,4,Mexico
0.836,0.66,1,-3.939,0,0.0648,0.724,0.0,0.112,0.829,135.091,spotify:track:4hAYQuavbB0FYhyxBTbVal,216000,4,Mexico
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,UK
0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,173948,4,UK
0.954,0.367,4,-9.551,0,0.288,0.341,5.48e-06,0.0979,0.372,124.026,spotify:track:531KGXtBroSrOX9LVmiIgc,211935,4,UK
0.769,0.868,4,-5.772,0,0.214,0.194,0.0,0.159,0.54,103.909,spotify:track:3pudQCMnsFGwOElTZmuml8,177733,4,UK
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,spotify:track:02MWAaffLxlfxAUY7c5dvx,238805,4,UK
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,UK
0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,spotify:track:3uUuGVFu1V7jTQL60S1r8z,148197,4,UK
0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,spotify:track:4VtRHZ4tBDHaWltVAytlLY,215000,4,UK
0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,spotify:track:3sa06xVNmLLYIxdNNmVQN8,177689,4,UK
0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,187111,4,UK
0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953,spotify:track:5rF6YUIlgiat22OT1lWspJ,297933,4,UK
0.773,0.74,7,-8.169,0,0.0386,0.0627,0.00183,0.0829,0.504,124.014,spotify:track:4CUX44NA1CPEzd0ibMLQsL,197473,4,UK
0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835,spotify:track:3Oww84xrmgjyr5J1ilOmAf,158774,4,UK
0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,spotify:track:50nfwKoDiSYg8zOCREWAm5,207853,4,UK
0.706,0.552,5,-9.479,0,0.0833,0.235,0.0,0.144,0.835,142.037,spotify:track:7z5G2LOdV8okZn4yWg3q5g,175775,4,UK
0.728,0.689,6,-6.601,0,0.13,0.222,6.14e-05,0.107,0.0473,89.973,spotify:track:7kjANxR8XN4hCzLaSc2roy,192514,4,UK
0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,spotify:track:6Z165JvPnS8PYvGW8oLGLc,157373,4,UK
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,164782,4,UK
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,spotify:track:3rmo8F54jFF8OgYsqTxm5d,230747,4,UK
0.759,0.803,1,-6.77,0,0.277,0.413,0.0,0.362,0.895,140.994,spotify:track:3FMedgGsLUNwx8NciePFEK,141277,4,UK
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,202735,4,UK
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,spotify:track:5PjdY0CKGZdEuoNab3yDmX,141806,4,UK
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,spotify:track:18asYwWugKjjsihZ0YvRxO,164819,4,UK
0.614,0.644,2,-5.372,0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,spotify:track:0IuVhCflrQPMGRrOyoY5RW,206772,4,UK
0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,spotify:track:4ZtFanR9U6ndgddUvNcjcG,178147,4,UK
0.61,0.747,2,-4.543,1,0.109,0.0245,0.0,0.106,0.439,150.088,spotify:track:2iHsdUnmKGIuc9oRE3DfgJ,140803,4,UK
0.838,0.623,8,-7.524,0,0.354,0.532,0.0,0.307,0.811,135.935,spotify:track:337kcYVjYXdLBItCw9ry3b,222155,4,UK
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,spotify:track:6I3mqTwhRpn34SLVafSH7G,153190,4,UK
0.72,0.817,8,-5.5,0,0.134,0.444,0.0,0.336,0.842,137.964,spotify:track:3M4lhhcss897JQ0qUp2g8B,213880,4,UK
0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,spotify:track:003vvx7Niy0yvhvHt4a68B,222973,4,UK
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,172627,4,UK
0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,spotify:track:1WCEAGGRD066z2Q89ObXTq,169756,4,UK
0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,244360,4,UK
0.662,0.807,10,-3.285,1,0.0411,0.293,3.55e-06,0.189,0.772,103.031,spotify:track:5iFQfP3AqVnHHS89LKQisL,187682,4,UK
0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,212353,4,UK
0.871,0.519,2,-6.549,1,0.258,0.313,8.14e-06,0.0869,0.532,140.013,spotify:track:2zxEc1GCSCxbHIXTfhraRC,251733,4,UK
0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,spotify:track:58ge6dfP91o9oXMzq3XkIS,253587,4,UK
0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,spotify:track:6Jkm5kUldvIqxzI1Pa7nXH,157138,4,UK
0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,spotify:track:59CfNbkERJ3NoTXDvoURjj,153000,3,UK
0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,spotify:track:58HvfVOeJY7lUuCqF0m3ly,184448,3,UK
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,spotify:track:46IZ0fSY2mpAiktS3KOqds,224695,4,UK
0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,spotify:track:3GZD6HmiNUhxXYf8Gch723,234093,4,UK
0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,spotify:track:3z4CGd63tpUn9a6oQSG0CI,241293,4,UK
0.547,0.568,0,-8.878,0,0.197,0.636,0.0,0.243,0.265,92.151,spotify:track:3Efqg1BYDiVvRa6MLeVogB,181848,4,UK
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,spotify:track:4fouWK6XVHhzl78KzQ1UjL,168602,4,UK
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,spotify:track:0y60itmpH0aPKsFiGxmtnh,196520,4,UK
0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,216120,4,UK
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000,4,UK
0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,185681,4,UK
0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,143901,4,UK
0.456,0.91,0,-2.659,1,0.136,0.256,0.0,0.0921,0.329,95.927,spotify:track:2uky0VCI2EZni0nArOPznM,258542,4,Peru
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,Peru
0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,226088,4,Peru
0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,153750,4,Peru
0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,224997,4,Peru
0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,spotify:track:2rDZhKnPaPG054ExZ6nXUS,176143,4,Peru
0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,spotify:track:7dSZ6zGTQx66c2GF91xCrb,210200,4,Peru
0.583,0.834,0,-4.875,1,0.0444,0.0495,0.0,0.0658,0.557,173.935,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,178203,4,Peru
0.453,0.673,8,-5.649,1,0.144,0.32,0.0,0.131,0.266,92.06,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,159849,4,Peru
0.656,0.823,1,-3.059,0,0.315,0.47,0.0,0.103,0.755,96.474,spotify:track:2Gq636OOGgxCTqEuzCZhsa,160000,4,Peru
0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,spotify:track:48AJSd42lXpicsGqcgopof,192477,4,Peru
0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,193806,4,Peru
0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,spotify:track:4gzsuuZypVbxs0Af1LSZyB,207301,4,Peru
0.869,0.727,2,-4.956,1,0.121,0.00118,6.97e-05,0.183,0.613,93.989,spotify:track:0HINQFSerZ6iMfSsaTO3G5,159200,4,Peru
0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,233453,4,Peru
0.721,0.463,1,-9.483,0,0.0646,0.241,0.0,0.0929,0.216,137.915,spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,204003,3,Peru
0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,spotify:track:6ylDpki1VpIsc525KC1ojF,189333,4,Peru
0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,spotify:track:2gzhQaCTeNgxpeB2TPllyY,201905,3,Peru
0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,spotify:track:4srcMdbm2qzVG98tJajHxp,240413,4,Peru
0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,spotify:track:2JPLbjOn0wPCngEot2STUS,206710,4,Peru
0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,spotify:track:4r9jkMEnArtWGH2rL2FZl0,175918,4,Peru
0.7,0.438,5,-5.784,0,0.0433,0.401,0.0,0.373,0.605,170.106,spotify:track:4TGwERXRlyQtBdggYTHo6j,260000,3,Peru
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,spotify:track:3rdAz1fbUfZxYgaCviYhRo,199604,4,Peru
0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,spotify:track:3XjN0mvFkQp1FMVM9Ro5hm,248769,4,Peru
0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,spotify:track:2BEcap3xJtmiPaHKyfQi4e,209884,4,Peru
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,Peru
0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,spotify:track:4OwhwvKESFtuu06dTgct7i,321556,4,Peru
0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,277693,4,Peru
0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043,spotify:track:3GaGWoU1KfVqgl7vnRHP55,153960,4,Peru
0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,spotify:track:5TMLavqGRKNxgzMBrVpC9R,179940,4,Peru
0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,201181,4,Peru
0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,spotify:track:2vmfvSoZBFAt9hhRoEByLi,230125,4,Peru
0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,spotify:track:2rurDawMfoKP4uHyb2kJBt,172235,4,Peru
0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,spotify:track:704LUEih663hiE3CnyUrFW,181107,4,Peru
0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,spotify:track:69vlMrzHwATKzupwNcUPyK,206420,4,Peru
0.577,0.363,7,-12.378,1,0.0263,0.86,0.000282,0.0868,0.265,91.511,spotify:track:75UMtPC77vqKRwfSuYuNPO,247197,4,Peru
0.706,0.739,10,-3.753,1,0.0586,0.266,2.62e-05,0.126,0.371,91.906,spotify:track:1mSviQV9iQnGSRyvTIuxAj,192613,4,Peru
0.764,0.711,9,-4.017,1,0.112,0.112,1.75e-06,0.0698,0.798,91.938,spotify:track:5A1vGSsqw0UQCBxHOyPOjG,212629,4,Peru
0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,spotify:track:0fea68AdmYNygeTGI4RC18,242573,4,Peru
0.683,0.714,1,-4.898,1,0.252,0.181,1e-06,0.111,0.448,173.963,spotify:track:30W8VKHrAZmHzObnwAoc1u,174483,4,Peru
0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,219048,4,Peru
0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,spotify:track:0G2zPzWqVjR68iNPmx2TBe,273474,4,Peru
0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-05,0.111,0.607,91.023,spotify:track:2iLegn1UOmpNpQAxcQoGJW,234402,4,Peru
0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,spotify:track:5gflgO9EPbIBf16n5TKnQS,232020,4,Peru
0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,spotify:track:4MzXwWMhyBbmu6hOcLVD49,205090,4,Peru
0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,217360,4,Peru
0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,spotify:track:0cOa970mzTWAxKtltpkpLc,165275,4,Peru
0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,221800,3,Peru
0.662,0.776,8,-4.707,1,0.0457,0.715,0.000411,0.106,0.724,90.838,spotify:track:6srBp90EwADKAF7PorGiUC,271766,4,Peru
0.789,0.837,10,-3.247,1,0.23,0.125,0.0,0.209,0.476,81.536,spotify:track:6bQ5823aHmFVKLZW8E7rRo,200337,4,Peru
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,South Africa
0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,173948,4,South Africa
0.876,0.507,10,-11.035,0,0.0482,0.0172,0.00117,0.0746,0.583,112.003,spotify:track:0Ek5bneviajgSzZGonWfds,480000,4,South Africa
0.804,0.654,3,-10.125,0,0.0537,0.0552,0.00487,0.109,0.617,112.988,spotify:track:5z6oqX6l6kTSPB9gSRnLzE,376079,4,South Africa
0.82,0.563,6,-9.079,0,0.0379,0.0763,2.93e-06,0.0336,0.491,111.99,spotify:track:7BH6nyhnWTSfMUwwrCYbJF,415714,4,South Africa
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,spotify:track:02MWAaffLxlfxAUY7c5dvx,238805,4,South Africa
0.848,0.568,2,-9.061,1,0.0397,0.0152,0.0019,0.0502,0.314,111.979,spotify:track:584B5N5x0phtVVpBtSNcPt,325876,4,South Africa
0.812,0.646,10,-8.402,0,0.112,0.21,5.12e-05,0.0472,0.562,112.986,spotify:track:03GRsjCSytQo3LuspJayKT,443091,4,South Africa
0.816,0.393,1,-12.671,1,0.0733,0.00126,0.914,0.0333,0.289,111.997,spotify:track:0VpVNITDUu38bpNFfD5eFZ,411429,4,South Africa
0.872,0.577,5,-9.463,0,0.062,0.0245,0.00226,0.0492,0.256,112.997,spotify:track:2UNdr8gnOQrVkSmLDeC59w,340846,4,South Africa
0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,spotify:track:3uUuGVFu1V7jTQL60S1r8z,148197,4,South Africa
0.829,0.287,1,-17.364,1,0.075,0.0377,0.895,0.06,0.302,111.995,spotify:track:7c5rKCDYYbyBsLlJ00NgCD,351484,4,South Africa
0.883,0.733,10,-7.567,0,0.0478,0.0411,3.39e-06,0.059,0.406,112.991,spotify:track:40KwdYRfKnTWTsXyxmR5bp,274154,4,South Africa
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,spotify:track:5PjdY0CKGZdEuoNab3yDmX,141806,4,South Africa
0.805,0.626,4,-12.542,0,0.0473,0.0712,0.0793,0.256,0.188,113.0,spotify:track:6F70m9aMK4PSJKBfp1H8DZ,458778,4,South Africa
0.854,0.631,10,-11.123,0,0.0634,0.0255,0.00383,0.0382,0.587,111.998,spotify:track:5fSBPtedqX65IaJlyGHbK0,390661,4,South Africa
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,spotify:track:6I3mqTwhRpn34SLVafSH7G,153190,4,South Africa
0.626,0.489,9,-11.141,0,0.0503,0.00164,0.65,0.0971,0.665,152.066,spotify:track:7jeXFt3u9o8PveE4CHSOs0,377625,5,South Africa
0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,spotify:track:50nfwKoDiSYg8zOCREWAm5,207853,4,South Africa
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,spotify:track:18asYwWugKjjsihZ0YvRxO,164819,4,South Africa
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,202735,4,South Africa
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,spotify:track:3rmo8F54jFF8OgYsqTxm5d,230747,4,South Africa
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,spotify:track:46IZ0fSY2mpAiktS3KOqds,224695,4,South Africa
0.951,0.574,1,-13.461,1,0.0758,0.0191,4.12e-06,0.194,0.735,112.988,spotify:track:5yFYAeIEsrE0Ss8JSGjiFX,441869,4,South Africa
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,173381,4,South Africa
0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,212353,4,South Africa
0.891,0.679,10,-7.998,0,0.0515,0.084,0.0,0.0324,0.472,112.015,spotify:track:4X4NsxuVdB1ygIMbHuctBz,396434,4,South Africa
0.788,0.449,5,-16.197,0,0.0835,0.181,0.027,0.133,0.59,113.001,spotify:track:2qxgejJTaZIHNSHDD22Uhl,416322,4,South Africa
0.564,0.346,9,-12.844,0,0.0648,0.209,8.4e-06,0.21,0.25,95.004,spotify:track:0Fts0ctd6WoZPjffe6VlCD,246822,4,South Africa
0.787,0.461,6,-10.682,0,0.0521,0.029,0.383,0.0493,0.292,112.007,spotify:track:2P22nuGMf26qeoX7P0oOuT,498108,4,South Africa
0.842,0.768,1,-8.658,1,0.0579,0.0124,1.62e-05,0.043,0.543,112.02,spotify:track:3rDd1X68wGTaKYRATrcARb,379286,4,South Africa
0.618,0.389,11,-11.236,0,0.0481,0.146,1.19e-05,0.072,0.516,166.021,spotify:track:1grMFirLZsqR452CEwBKSV,261476,4,South Africa
0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,spotify:track:58HvfVOeJY7lUuCqF0m3ly,184448,3,South Africa
0.848,0.621,5,-12.027,0,0.0424,0.00776,0.000438,0.0468,0.742,112.002,spotify:track:2dTQe0W5KXs6TNVV7yi2oS,471429,4,South Africa
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,spotify:track:0y60itmpH0aPKsFiGxmtnh,196520,4,South Africa
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,South Africa
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,164782,4,South Africa
0.812,0.566,10,-11.988,0,0.0757,0.00623,0.000154,0.145,0.485,111.991,spotify:track:1AIDip3K6hTanmj65dKHV7,403976,4,South Africa
0.808,0.41,5,-16.397,0,0.0715,0.0032,0.114,0.073,0.491,113.01,spotify:track:1T85qf7aGYCd7wA793pfRR,497295,4,South Africa
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,172627,4,South Africa
0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,143901,4,South Africa
0.827,0.784,1,-4.949,0,0.102,0.0313,0.0,0.0632,0.451,113.05,spotify:track:0tvJEr9OT2FzOYsyI8tdmh,343590,4,South Africa
0.627,0.633,3,-7.573,0,0.136,0.23,0.000128,0.231,0.301,80.142,spotify:track:5niAmm5V1bj0wY4IVcwd3u,204750,4,South Africa
0.891,0.445,7,-15.849,0,0.0698,0.0187,0.000332,0.0513,0.638,111.976,spotify:track:0ESNI1FGdYuxqMEOg6jtjI,312798,4,South Africa
0.954,0.367,4,-9.551,0,0.288,0.341,5.48e-06,0.0979,0.372,124.026,spotify:track:531KGXtBroSrOX9LVmiIgc,211935,4,South Africa
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,spotify:track:4fouWK6XVHhzl78KzQ1UjL,168602,4,South Africa
0.853,0.667,1,-7.324,1,0.0594,0.00386,0.0148,0.0385,0.442,114.003,spotify:track:1EI3kxTD1xp8afUUnWc6tS,373500,4,South Africa
0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,spotify:track:68Dni7IE4VyPkTOH9mRWHr,292799,4,South Africa
0.702,0.715,1,-6.347,1,0.0406,0.0443,0.0025,0.0731,0.439,114.018,spotify:track:6aCTPGpfhnOnDmIJVkiWTi,355790,4,South Africa
0.776,0.765,2,-5.707,0,0.233,0.267,1.39e-05,0.099,0.691,140.123,spotify:track:1BlkH6H70lamXUwf9nFADM,197571,4,South Africa
